Place,Title,Name,Type,Latitude,Longitude,Code,Enclosed_by,Date
[I0398],Gadois,Marie-Roberte,,,,,female,1628-09-15,[P0105],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,,,1716-09-14,[P0002],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0171],Gadois,Nicolas,,,,,male,1626,[P0099],,,,,1666,[P0068],,,,,
[I0163],Gadois,Pierre,,,,,male,1594,[P0090],,,,,1667-10-20,[P0071],,,,,
[I0169],Gadois,Pierre,,,,,male,1631-11-17,[P0096],,,,,1714-05-08,[P0097],,,,,
[I0159],Gadois,Roberte,,,,,unknown,,,,,,,,,,,,,
[I0166],Gadois,Étienne Pierre,,,,,male,1631-11-17,[P0093],,,,,1714-05-08,[P0094],,,,,
[I0090],Gagne,Marie Olive,,,,,female,05 MARS 1831,[P0051],,,,,1866,,,,,,
[I0089],Gagnon,Lucien,,,,,male,1827-10-03,,,,,,,,,,,,
[I0083],Gagnon,Marie,,,,,female,7 JUIN 1845,[P0045],,,,,,,,,,,
[I0448],Gee,Aline,,,,,female,about 1911,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,1984,,,,,,
[I0181],Gee,Ann,,,,,female,,,,,,,,,,,,,
[I0431],Gee,Cecil Thomas,,,,,male,1903-03-22,[P0259],"Ancestry.com, <i>Ontario, Canada Births, 1832-1916</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2010).",12 AVRIL 1903,[P0260],"Ancestry.com, <i>Ontario, Canada, Roman Catholic Baptisms, Marriages, and Burials, 1760-1923</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2017).",1969,,,,,,
[I0439],Gee,Clement Silas,,,,,male,1872-08-23,[P0267],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",1872-09-29,[P0111],", <I>Norfolk, England, Transcripts of Church of England Baptism, Marriage and Burial Registers, 1600-1935</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2018).",1923,[P0059],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0269],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0451],Gee,Diane,,,,,female,9 MAI 1935,[P0071],,,,,5 MAI 1982,[P0276],,,,,
[I0441],Gee,Edgar Samuel,,,,,male,1899-08-09,[P0272],,,,,1953,[P0264],,,,,
[I0447],Gee,Freddy,,,,,male,about 1910,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,1978,[P0054],"Ancestry.com, <i>Canada, Newspapers.com Obituary Index, 1800s-current</i> (Lehi, UT, USA: Ancestry.com Operations Inc, n.d.).",14 JUL,,"Ancestry.com, <i>Canada, Newspapers.com Obituary Index, 1800s-current</i> (Lehi, UT, USA: Ancestry.com Operations Inc, n.d.).",
[I0442],Gee,George Clement James,,,,,male,1894-05-31,[P0273],"Ancestry.com, <i>Canada, World War I CEF Personnel Files, 1914-1918</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2016).",,,,1949,,,,,,
[I0443],Gee,Gertrude,,,,,female,1897-10-29,[P0259],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,1986,,,,,,
[I0449],Gee,Gordon,,,,,male,about 1912,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,1976,[P0275],"Ancestry.com, <i>Canada, Newspapers.com Obituary Index, 1800s-current</i> (Lehi, UT, USA: Ancestry.com Operations Inc, n.d.).",,,,
[I0180],Gee,John,,,,,male,about 1785,[P0112],"Ancestry.com, <i>1851 England Census</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2005).",1780-11-12,[P0111],", <I>Norfolk, England, Transcripts of Church of England Baptism, Marriage and Burial Registers, 1600-1935</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2018).",about 1865,[P0115],"Ancestry.com, <i>Norfolk, England, Church of England Deaths and Burials, 1813-1995</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2016).",1865-05-18,[P0111],"Ancestry.com, <i>Norfolk, England, Church of England Deaths and Burials, 1813-1995</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2016).",
[I0426],Gee,Lawrence V Gordon,,,,,male,1901-12-29,[P0258],,,,,,,,,,,
[I0444],Gee,Louis,,,,,male,1900,[P0015],,,,,,,,,,,
[I0445],Gee,Mary,,,,,female,1907-09-20,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",1907,[P0059],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",2003,[P0274],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0269],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0179],Gee,Matilda,,,,,unknown,1862-03-19,,"Ancestry.com, <i>Norfolk, England, Church of England Births and Baptisms, 1813-1919</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2016).",1862-05-04,[P0111],"Ancestry.com, <i>Norfolk, England, Church of England Births and Baptisms, 1813-1919</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2016).",,,,,,,
[I0275],Gee,Matilda,,,,,female,,,,,,,,,,,,,
[I0274],Gee,Samuel,,,,,male,about 1834,[P0113],"Ancestry.com, <i>Norfolk, England, Church of England Births and Baptisms, 1813-1919</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2016).",1833-07-14,[P0111],"Ancestry.com, <i>Norfolk, England, Church of England Births and Baptisms, 1813-1919</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2016).",,,,,,,
[I0183],Gee,Sarah,,,,,female,1790,[P0116],"Ancestry.com, <i>1861 England Census</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2005).",,,,,,,,,,
[I0182],Gee,Sarah Ann,,,,,female,,,,1815-10-22,[P0111],", <I>Norfolk, England, Transcripts of Church of England Baptism, Marriage and Burial Registers, 1600-1935</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2018).",,,,,,,
[I0446],Gee,Viola,,,,,female,1909-10-04,[P0059],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,1977,,,,,,
[I0185],Gee,William,,,,,male,,,,,,,about 1811,,"Ancestry.com, <i>England, Select Deaths and Burials, 1538-1991</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2014).",1811-04-17,[P0113],"Ancestry.com, <i>England, Select Deaths and Burials, 1538-1991</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2014).",
[I0235],Gerin,Josephine,,,,,female,about 1839,[P0014],"Ancestry.com, <i>1891 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2008).",,,,,,,,,,
[I0234],Gerin,Lajoie Autoinette,,,,,female,about 1871,[P0014],"Ancestry.com, <i>1891 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2008).",,,,,,,,,,
[I0236],Gerin,Leon,,,,,male,about 1864,[P0014],"Ancestry.com, <i>1891 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2008).",,,,,,,,,,
[I0486],Gerin-Laioie,Henri,,,,,male,1892-02-04,[P0037],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,,,1976-07-30,[P0158],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0237],Gerin-Lajoie,Leon,,,,,male,,,,,,,,,,,,,
[I0382],Gervaise,Cecile,,,,,female,1671-09-17,[P0010],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,,,1760-10-06,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0210],Grosset,Jean,,,,,female,1579-01-26,[P0143],,,,,about 1630,[P0088],,,,,
[I0469],Guy,Lise,,,,,female,1957-09-12,,,,,,,,,,,,
[I0228],Gérin-Lajoie,Henri,,,,,male,1859-10-18,[P0014],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,,,1936-05-07,[P0158],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0484],Gérin-Lajoie,Hélène,,,,,female,,,,1931,,,,,,,,,
[I0229],Gérin-Lajoie,Marie,,,,,female,1867-10-19,[P0158],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,,,1945-11-01,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0040],Hamelin,Marie Marguerite,,,,,female,about 1800,[P0031],,,,,1843,[P0021],,,,,
[I0037],Hebert,Celeste,,,,,female,1863-06-06,[P0027],,,,,1945,,,,,,
[I0240],Helene,Guy,,,,,female,,,,,,,,,,,,,
[I0377],Hurtubise,Marie Louise,,,,,female,1785-03-12,[P0049],,,,,1856-03-30,[P0242],,,,,
[I0196],Kennedy,Angus,,,,,male,about 1826,[P0121],,,,,1879-06-16,[P0122],,,,,
[I0440],Kennedy,Mary Ellen,,,,,female,1873-07-23,[P0270],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,1956,[P0271],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,[P0269],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0198],Kennedy,Patrick James,,,,,male,,[P0127],,,,,1839,[P0126],,,,,
[I0135],Labelle,Aline,,,,,female,,,,,,,,,,,,,
[I0340],Labelle,Aline,,,,,female,,,,,,,,,,,,,
[I0429],Labelle,Aline,,,,,female,,,,,,,,,,,,,
[I0343],Labelle,Anastasie,,,,,female,about 1886,[P0014],"Ancestry.com, <i>1891 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2008).",,,,,,,,,,
[I0459],Labelle,Anne Marie Jeanne Blanche,,,,,female,1916,[P0014],,,,,2008,[P0280],,,,,
[I0131],Labelle,Antoine,,,,,male,about 1885,[P0071],,,,,1974,[P0071],,,,,
[I0458],Labelle,Antoine,,,,,male,about 1884,[P0014],"Ancestry.com, <i>1891 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2008).",,,,1974,[P0071],,,,,
[I0130],Labelle,Bertha,,,,,female,21 DÉCEMBRE 1911,[P0021],,,,,3 SEPTEMBRE 1995,[P0070],,,,,
[I0338],Labelle,Bertha,,,,,female,21 DÉCEMBRE 1911,[P0021],,,,,3 SEPTEMBRE 1995,[P0070],,,,,
[I0436],Labelle,Bertha,,,,,female,about 1881,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,3 SEPTEMBRE 1995,[P0070],,,,,
[I0136],Labelle,George,,,,,male,,,,,,,,,,,,,
[I0341],Labelle,George,,,,,male,,,,,,,,,,,,,
[I0430],Labelle,George,,,,,male,,,,,,,,,,,,,
[I0344],Labelle,Joseph,,,,,male,about 1888,[P0014],"Ancestry.com, <i>1891 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2008).",,,,,,,,,,
[I0335],Labelle,Joseph Antoine,,,,,male,UNKNOWN,,,,,,,,,,,,
[I0133],Labelle,Marie Jeanne Blanche,,,,,female,1916,[P0072],,,,,2008,[P0073],,,,,
[I0134],Labelle,Therese,,,,,female,,,,,,,,,,,,,
[I0339],Labelle,Therese,,,,,female,,,,,,,,,,,,,
[I0428],Labelle,Therese,,,,,female,,,,,,,,,,,,,
[I0250],Laberge,Marie,,,,,female,,,,,,,,,,,,,
[I0231],Lajoie,Alexander,,,,,male,1893-03-00,[P0014],"Ancestry.com, <i>1911 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2006).",,,,,,,,,,
[I0230],Lajoie,Joseph Alexander,,,,,unknown,,,,,,,,,,,,,
[I0232],Lajoie,Lebeau,,,,,male,1895-05-00,[P0014],"Ancestry.com, <i>1911 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2006).",,,,,,,,,,
[I0233],Lajoie,Marie,,,,,female,1889-06-00,[P0014],"Ancestry.com, <i>1911 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2006).",,,,,,,,,,
[I0409],Lamarque,Sophronie,,,,,female,1861-06-20,[P0072],"Ancestry.com, <i>1901 Census of Canada</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,,,,,,,
[I0450],Laniel,Laurette,,,,,female,1904-02-00,[P0014],,,,,,[P0010],,,,,
[I0201],Leblanc,Adélaïde,,,,,female,1811-06-20,[P0130],,,,,1873-09-08,[P0131],,,,,
[I0427],Lefebvre,Jacques,,,,,male,,,,,,,14 SEPTEMBRE 1995,,,,,,
[I0079],Legault,Alfred,,,,,male,about 1884,[P0014],,,,,,,,,,,
[I0074],Legault,Camille,,,,,male,1879,[P0014],,,,,1938,,,,,,
[I0076],Legault,Caroline,,,,,female,about 1874,[P0014],,,,,,,,,,,
[I0078],Legault,Clara,,,,,female,about 1885,[P0014],,,,,,,,,,,
[I0075],Legault,Clementine,,,,,female,about 1873,[P0014],,,,,,,,,,,
[I0077],Legault,Clodomir,,,,,male,about 1875,[P0014],,,,,,,,,,,
[I0491],Legault,Pierre,,,,,male,,,,,,,,,,,,,
[I0492],Legault,Pierre-Oliver,,,,,male,,,,,,,,,,,,,
[I0080],Legault,Rose,,,,,female,about 1880,[P0014],"Ancestry.com, <i>1891 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2008).",,,,,,,,,,
[I0072],Legault Deslauriers,Marie Rose Anna,,,,,female,30 DÉC 1880,[P0042],,,,,,,,,,,
[I0071],Legault\Deslauriers,Camille,,,,,male,1848,[P0014],,,,,1926,[P0041],,,,,
[I0073],Legault\Deslauriers,Marie Eugenie,,,,,female,31 AOÛT 1888,[P0042],,,,,,,,,,,
[I0177],Leger,Cesar,,,,,male,about 1622,[P0108],,,,,before 1651-11-11,[P0109],,,,,
[I0189],Mage,Ann,,,,,female,,,,,,,,,,,,,
[I0188],Mage,Thomas,,,,,male,,,,,,,,,,,,,
[I0192],Magee,Henry,,,,,male,,,,1742-08-01,[P0111],", <I>Norfolk, England, Transcripts of Church of England Baptism, Marriage and Burial Registers, 1600-1935</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2018).",,,,,,,
[I0187],Magee,Martha,,,,,female,,,,,,,,,,,,,
[I0222],Maquet,,,,,,female,,,,,,,,,,,,,
[I0482],Maquet,Danielle,,,,,female,,,,,,,,,,,,,
[I0483],Maquet,Henry,,,,,male,,,,,,,,,,,,,
[I0221],Maquet,Rene,,,,,male,,,,,,,,,,,,,
[I0246],Marie-Amanda,Boucher,,,,,female,,,,,,,,,,,,,
[I0164],Mauger Gadois,Louise,,,,,female,1598,[P0091],,,,,1690-03-18,[P0071],,,,,
[I0195],McCann,,,,,,unknown,,,,,,,,,,,,,
[I0456],McCann,Bernard,,,,,male,,,,,,,1987-04-23,,"Ancestry.com, <i>Canada, Newspapers.com Obituary Index, 1800s-current</i> (Lehi, UT, USA: Ancestry.com Operations Inc, n.d.).",25 APR,,"Ancestry.com, <i>Canada, Newspapers.com Obituary Index, 1800s-current</i> (Lehi, UT, USA: Ancestry.com Operations Inc, n.d.).",
[I0199],McDonald,Mary,,,,,female,about 1797,[P0128],,,,,1886-05-24,[P0122],,,,,
[I0184],McGee,Hannah,,,,,female,about 1819,[P0113],"Ancestry.com, <i>1851 England Census</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2005).",1809-10-08,[P0111],"Ancestry.com, <i>Norfolk, England, Church of England Baptism, Marriages, and Burials, 1535-1812</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2016).",,,,,,,
[I0186],Mcgee,Thomas,,,,,male,1736,[P0117],,1738-11-26,[P0111],"Ancestry.com, <i>Norfolk, England, Church of England Baptism, Marriages, and Burials, 1535-1812</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2016).",1803,[P0118],,,,,
[I0190],Megee,Elizabeth,,,,,female,,,,,,,,,,,,,
[I0191],Megee,James,,,,,male,,,,,,,about 1786,,"Ancestry.com, <i>England, Select Deaths and Burials, 1538-1991</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2014).",1786-11-28,[P0119],"Ancestry.com, <i>England, Select Deaths and Burials, 1538-1991</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2014).",
[I0243],Micheline,Dufort,,,,,female,,,,,,,,,,,,,
[I0422],Monpellier,Pierre Stanislas,,,,,unknown,2 AOÛT 1819,,"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",2 AOÛT 1819,[P0203],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",,,,,,,
[I0423],Montpellier,François,,,,,unknown,5 JUIL 1812,,"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",5 JUIL 1812,[P0203],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",,,,,,,
[I0038],Nadeau,Salamire Sylvie,,,,,female,1844-04-03,[P0028],,,,,1918,[P0029],,,,,
[I0155],PRUDHOMME (Prud'homme),Jacques,,^,,,male,1525,[P0087],,,,,about 1600,[P0088],,,,,
[I0252],Pelletier,Julia,,,,,female,,,,,,,,,,,,,
[I0345],Pinehomme,Jeannie,,,,,unknown,,,,,,,,,,,,,
[I0205],Plumereau Latreille,Marie Jeanne,,***,,,female,1675-05-03,[P0135],,,,,1759-08-17,[P0136],,,,,
[I0162],Prud Homme,François,,,,,male,1748-01-31,[P0089],"Ancestry.com, <i>Web: Netherlands, GenealogieOnline Trees Index, 1000-2015</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2014).",,,,1767,[P0068],"Ancestry.com, <i>Web: Netherlands, GenealogieOnline Trees Index, 1000-2015</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2014).",,,,
[I0455],Prud'Homme,Félix,,,,,unknown,23 AOÛT 2012,,,,,,,,,,,,
[I0358],Prud'Homme,Laurent,,,,,male,about 1912,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,,,,,,,
[I0424],Prud'Homme,Lune,,,,,female,2020,,,,,,,,,,,,
[I0476],Prud'Homme,Manon,,,,,female,1960-09-19,,,,,,,,,,,,
[I0437],Prud'Homme,Mariette,,,,,female,about 1908,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,,,,,,,
[I0468],Prud'Homme,Pierre,,,,,male,1954-12-10,,,,,,,,,,,,
[I0457],Prud'Homme,Raphaëlle,,,,,female,16 MARS 2015,,,,,,,,,,,,
[I0473],Prud'Homme,Richard Joseph Marcel,,,,,male,,,,,,,,,,,,,
[I0472],Prud'Homme,Roger,,,,,male,about 1915,,,1935,,,,,,,,,
[I0467],Prud'Homme,Steve,,,,,male,1980-10-28,,,,,,,,,,,,
[I0489],Prud'Homme,Sylvie,,,,,female,,,,,,,,,,,,,
[I0474],Prud'Homme,Sébastien,,,,,unknown,1983-07-26,,,,,,,,,,,,
[I0490],Prud'Homme Amyot-Carelli,Érik,,,,,unknown,,,,,,,,,,,,,
[I0307],Prud'homme,Agathe Marie,,,,,female,1752-11-24,[P0201],,,,,1786-09-05,[P0071],,,,,
[I0357],Prud'homme,Anita,,,,,female,about 1910,[P0014],"Ancestry.com, <i>1921 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2013).",,,,,,,,,,
[I0302],Prud'homme,Anonyme,,,,,female,30 JUILLET 1746,[P0201],,,,,30 JUILLET 1746,[P0201],,,,,
[I0316],Prud'homme,Antoine,,,,,male,7 OCTOBRE 1770,[P0002],,,,,1 AVRIL 1771,[P0002],,,,,
[I0367],Prud'homme,Antoinette (Marie Angelina),,,,,female,21 MAI 1915,[P0234],,,,,6 JANVIER 1975,[P0235],,,,,
[I0368],Prud'homme,Armand (Joseph Moise),,,,,male,12 JUIN 1917,[P0233],,,,,4 AOÛT 1990,[P0071],,,,,
[I0366],Prud'homme,Bernadette (Marie Alexina),,,,,female,29 DÉC 1912,[P0233],,,,,,,,,,,
[I0323],Prud'homme,Catherine,,,,,female,1661-03-26,[P0002],,,,,1736-06-24,[P0002],,,,,
[I0108],Prud'homme,Catherine (Marie),,,,,female,1714-07-23,[P0002],,,,,1792-01-30,[P0002],,,,,
[I0104],Prud'homme,Cecile,,,,,female,25 FÉV 1728,[P0002],,,,,after 1756,[P0002],,,,,
[I0401],Prud'homme,Elisabeth,,,,,female,1663-09-21,[P0002],,,,,1744-01-01,[P0049],,,,,
[I0109],Prud'homme,Elizabeth,,,,,female,13 MARS 1719,[P0002],,,,,22 FÉVR. 1783,[P0065],,,,,
[I0359],Prud'homme,Emile (Joseph Zepherin),,,,,male,1884-11-28,[P0072],"Ancestry.com, <i>1901 Census of Canada</i> (Lehi, UT, USA: Ancestry.com Operations Inc, 2006).",,,,,,,,,,
[I0314],Prud'homme,Etienne,,,,,male,22 AOÛT 1765,[P0002],,,,,15 SEPTEMBRE 1765,[P0002],,,,,
[I0310],Prud'homme,Eustache,,,,,male,1756-11-06,[P0201],,,,,26 FÉV 1814,[P0002],,,,,
[I0012],Prud'homme,Eustache (Marie),,,,,male,1794-11-26,[P0002],,,,,14 DÉC 1872,[P0012],,,,,
[I0378],Prud'homme,Francois,,,,,male,1685-12-08,[P0002],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",1681–1694,[P0059],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",1710-11-17,[P0010],"Ancestry.com, <i>Web: Netherlands, GenealogieOnline Trees Index, 1000-2015</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2014).",,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0303],Prud'homme,Francois Marie,,,,,male,26 JUIN 1747,[P0201],,,,,2 FÉVRIER 1786,[P0202],,,,,
[I0106],Prud'homme,Francois Xavier,,,,,male,1711-09-06,[P0002],,,,,1773-09-02,[P0063],,,,,
[I0381],Prud'homme,Francois Xavier,,,,,male,1651-12-02,[P0097],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",1642–1681,[P0059],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",1741-04-22,[P0071],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",22 AVRIL 1741,[P0097],"Ancestry.com, <i>Quebec, Genealogical Dictionary of Canadian Families (Tanguay Collection), 1608-1890</i> (Provo, UT, USA: Ancestry.com Operations, Inc., 2011).",
[I0305],Prud'homme,Francoise Amable,,,,,female,15 MARS 1750,[P0201],,,,,12 AOÛT 1770,[P0002],,,,,
[I0320],Prud'homme,François-Xavier,,,,,male,1651-12-02,[P0049],,,,,1741-04-22,[P0049],,,,,
[I0017],Prud'homme,Helene (Marie),,,,,female,1807-09-20,[P0002],,,,,11 OCTOBRE 1887,[P0006],,,,,
[I0311],Prud'homme,Helene (Marie),,,,,female,1769-09-04,[P0002],,,,,11 SEPTEMBRE 1769,[P0002],,,,,
[I0395],Prud'homme,Jean-Baptiste,,,,,male,1687-02-14,[P0010],,,,,1709-11-10,[P0010],,,,,
[I0322],Prud'homme,Jeanne,,,,,female,1667-06-24,[P0205],,,,,1752-04-12,[P0205],,,,,
[I0324],Prud'homme,Jeanne,,,,,female,1667-06-24,[P0002],,,,,1752-04-12,[P0049],,,,,
[I0364],Prud'homme,Jeremie (Pierre),,,,,male,1790,[P0226],"Ancestry.com and The Church of Jesus Christ of Latter-day Saints, <i>1861 Census of Canada</i> (Provo, UT, USA: Ancestry.com Operations Inc, 2009).",1791–1792,[P0059],"Ancestry.com, <i>Quebec, Canada, Vital and Church Records (Drouin Collection), 1621-1968</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2008).",1861-10-12,[P0042],,,[P0232],"Ancestry.com, <i>Web: Canadian Headstone Index, 1840-2017</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0315],Prud'homme,Jeremie Marie,,,,,male,8 AOÛT 1764,[P0002],,,,,27 OCTOBRE 1764,[P0002],,,,,
[I0312],Prud'homme,Joseph,,,,,male,1760-09-11,[P0002],,,,,29 SEPTEMBRE 1760,[P0002],,,,,
[I0313],Prud'homme,Joseph,,,,,male,4 DÉC 1761,[P0002],,,,,,,,,,,
[I0379],Prud'homme,Joseph,,,,,male,24 JUILLET 1716,[P0158],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",,,,11 NOVEMBRE 1760,[P0201],,,[P0244],"Ancestry.com, <i>Canada, Find a Grave Index, 1600s-Current</i> (Lehi, UT, USA: Ancestry.com Operations, Inc., 2012).",
[I0016],Prud'homme,Joseph (Marie),,,,,male,11 DÉCEMBRE 1803,[P0002],,,,,1 JANVIER 1868,[P0012],,,,,
